the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Location,Borough,Date_Insta,POINT_X,POINT_Y,FEMAFldz,FEMAFldT,HrcEvac,NTAname
POINT (-73.92982585119371 40.74445437516797),4,Queens,402,26,37,12,7,Queens Boulevard and 35th Street,Queens,04/18/2020,-73.92982574,40.74445375,X,AREA OF MINIMAL FLOOD HAZARD,,Sunnyside
POINT (-73.85214596390969 40.694125733042),4,Queens,409,32,38,15,7,Woodhaven Boulevard and 86th Drive (East Leg),Queens,10/23/2018,-73.85214609,40.69412507,X,AREA OF MINIMAL FLOOD HAZARD,,Woodhaven
POINT (-73.73233709914848 40.72030467536531),4,Queens,413,27,33,14,5,Jamaica Avenue and 222nd Street,Queens,10/02/2019,-73.73233736,40.72030385,X,AREA OF MINIMAL FLOOD HAZARD,,Queens Village
POINT (-73.86241882509631 40.667784379387946),3,Brooklyn,305,42,60,19,8,Loring Avenue and Eldert Lane,Brooklyn,11/03/2020,-73.86241897,40.66778376,X,AREA OF MINIMAL FLOOD HAZARD,3,East New York-City Line
POINT (-73.72601296187902 40.73352679955688),4,Queens,413,23,33,11,3,Hillside Avenue and Cross Island YMCA (170' West of 239th Street) (mid-block),Queens,05/26/2020,-73.7260132,40.73352597,X,AREA OF MINIMAL FLOOD HAZARD,,Bellerose
POINT (-73.76316218976955 40.690360020402125),4,Queens,412,27,29,14,5,Baisley Boulevard with Riverton Street and Lovingham Place,Queens,12/02/2022,-73.76316219,40.69036002,X,AREA OF MINIMAL FLOOD HAZARD,,St. Albans
POINT (-73.90558015053726 40.74539225458528),4,Queens,402,26,30,12,6,Roosevelt Avenue with Woodside Avenue and 59th Avenue,Queens,04/26/2021,-73.90558009,40.7453916,X,AREA OF MINIMAL FLOOD HAZARD,,Woodside
POINT (-73.859798722961 40.85967391091051),2,Bronx,211,13,80,33,15,Astor Avenue and Colden Avenue,Bronx,10/07/2015,-73.85979872,40.85967391,X,AREA OF MINIMAL FLOOD HAZARD,,Allerton
POINT (-73.86516594009878 40.84246605986174),2,Bronx,211,13,80,33,14,White Plains Road with Bronxdale Avenue and Unionport Road,Bronx,12/24/2020,-73.86516591,40.84246551,X,AREA OF MINIMAL FLOOD HAZARD,,Pelham Parkway-Van Nest
POINT (-73.96327803745453 40.57721373212653),3,Brooklyn,313,48,46,23,8,Brighton Beach Avenue and Brighton 4th Street,Brooklyn,02/28/2022,-73.96327821,40.57721344,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1,Brighton Beach
POINT (-73.9679171929929 40.63965068370465),3,Brooklyn,314,40,44,21,9,Cortelyou Road at Stratford Road,Brooklyn,06/23/2020,-73.96791719,40.63965068,X,AREA OF MINIMAL FLOOD HAZARD,,Flatbush (West)-Ditmas Park-Parkville
POINT (-73.87780387676918 40.75043229317718),4,Queens,403,25,34,13,14,37 Avenue and 89 Street,Queens,01/12/2023,-73.87780388,40.75043229,X,AREA OF MINIMAL FLOOD HAZARD,,Jackson Heights
POINT (-73.99848813282357 40.745293607663854),1,Manhattan,104,3,75,47,12,8th Avenue and West 23rd Street,Manhattan,11/10/2018,-73.99848787,40.74529306,X,AREA OF MINIMAL FLOOD HAZARD,4,Chelsea-Hudson Yards
POINT (-73.83307248194471 40.72991948380328),4,Queens,408,24,27,16,6,Park Drive East at 136th Street,Queens,01/16/2020,-73.83307248,40.72991948,X,AREA OF MINIMAL FLOOD HAZARD,5,Flushing Meadows-Corona Park
POINT (-73.86615346914415 40.877947424799),2,Bronx,212,12,83,36,15,White Plains Road and East 211th Street,Bronx,07/01/2022,-73.86615347,40.87794742,X,AREA OF MINIMAL FLOOD HAZARD,,Williamsbridge-Olinville
POINT (-73.97854055666023 40.736886639653726),1,Manhattan,106,4,74,59,12,1 Avenue and East 23 Street,Manhattan,05/14/2018,-73.97854056,40.73688664,X,AREA OF MINIMAL FLOOD HAZARD,3,Stuyvesant Town-Peter Cooper Village
POINT (-73.85848703443692 40.87128513632265),2,Bronx,212,12,83,36,15,Burke Avenue and Paulding Avenue,Bronx,10/20/2022,-73.85848703,40.87128514,X,AREA OF MINIMAL FLOOD HAZARD,,Williamsbridge-Olinville
POINT (-73.94276569605174 40.66206078604774),3,Brooklyn,309,41,43,20,9,East New York Avenue and Kingston Avenue,Brooklyn,02/04/2021,-73.94276572,40.66206031,X,AREA OF MINIMAL FLOOD HAZARD,,Prospect Lefferts Gardens-Wingate
POINT (-74.00805100923257 40.73937560972919),1,Manhattan,102,3,66,47,10,Washington Street and Gansevoort Street,Manhattan,06/28/2021,-74.00805075,40.7393751,X,AREA OF MINIMAL FLOOD HAZARD,1,West Village
POINT (-73.78166699364184 40.66860853772061),4,Queens,412,28,32,10,5,Rockaway Boulevard and 137 Avenue,Queens,01/12/2023,-73.78166699,40.66860854,X,AREA OF MINIMAL FLOOD HAZARD,4,Springfield Gardens (North)-Rochdale Village
POINT (-73.90118345996446 40.87507390658283),2,Bronx,208,14,81,31,13,Sedgwick Avenue and West 230th Street (mid-block),Bronx,03/08/2019,-73.90118335,40.87507347,X,AREA OF MINIMAL FLOOD HAZARD,,Kingsbridge Heights-Van Cortlandt Village
POINT (-73.99716529393467 40.61599503884942),3,Brooklyn,311,43,49,17,11,17 Avenue and 73 Street,Brooklyn,03/31/2020,-73.99716529,40.61599504,X,AREA OF MINIMAL FLOOD HAZARD,,Bensonhurst
POINT (-73.74338380011632 40.64064515787257),4,Queens,413,31,31,10,5,Rockaway Boulevard and Brookville Boulevard,Queens,03/22/2022,-73.7433838,40.64064516,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1,Rosedale
POINT (-74.00018403325497 40.73786577067082),1,Manhattan,102,3,66,47,10,7 Avenue and West 13 Street,Manhattan,11/16/2022,-74.00018403,40.73786577,X,AREA OF MINIMAL FLOOD HAZARD,5,West Village
POINT (-73.93603316269969 40.81207446430796),1,Manhattan,111,9,70,30,13,Madison Avenue and East 134th Street,Manhattan,05/15/2017,-73.93603301,40.81207396,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4,East Harlem (North)
POINT (-73.98615711124145 40.689019164171036),3,Brooklyn,302,33,52,26,10,Hoyt Street and Schermerhorn Street,Brooklyn,09/26/2022,-73.98615711,40.68901916,X,AREA OF MINIMAL FLOOD HAZARD,,Downtown Brooklyn-DUMBO-Boerum Hill
POINT (-73.82739778077408 40.71283391585941),4,Queens,409,29,27,14,5,Queens Boulevard and Queens Borough Hall,Queens,10/31/2015,-73.82739793,40.7128332,X,AREA OF MINIMAL FLOOD HAZARD,,Kew Gardens
POINT (-73.86709588751363 40.873213914969675),2,Bronx,212,12,83,36,15,White Plains Road and Rosewood Street,Bronx,05/10/2022,-73.86709589,40.87321391,X,AREA OF MINIMAL FLOOD HAZARD,,Williamsbridge-Olinville
POINT (-73.90290395733288 40.83592762583004),2,Bronx,203,16,79,32,15,Third Avenue and St Pauls Place,Bronx,11/29/2021,-73.90290386,40.83592712,X,AREA OF MINIMAL FLOOD HAZARD,,Claremont Village-Claremont (East)
POINT (-73.98105668981985 40.73321185618908),1,Manhattan,106,4,74,59,12,1 Avenue and East 17 Street,Manhattan,05/02/2017,-73.98105669,40.73321186,X,AREA OF MINIMAL FLOOD HAZARD,4,Stuyvesant Town-Peter Cooper Village
POINT (-73.84772337724357 40.84583900570308),2,Bronx,211,13,82,34,14,Williamsbridge Road and Sacket Avenue,Bronx,05/27/2022,-73.84772338,40.84583901,X,AREA OF MINIMAL FLOOD HAZARD,,Morris Park
POINT (-74.1427746922816 40.633791618234866),5,Staten Island,501,49,61,23,11,Innis Street and Trantor Place,Staten Island,10/23/2019,-74.14277475,40.63379148,X,AREA OF MINIMAL FLOOD HAZARD,,Port Richmond
POINT (-73.85433214385478 40.742698449596766),4,Queens,404,21,39,13,14,Corona Avenue with 108th Street and 53rd Avenue,Queens,06/19/2019,-73.8543322,40.74269774,X,AREA OF MINIMAL FLOOD HAZARD,,Corona
POINT (-74.15707255597255 40.5472099572014),5,Staten Island,503,51,64,24,11,Amboy Road with Cloverdale Avenue and Old Amboy Road,Staten Island,02/09/2023,-74.15707256,40.54720996,X,AREA OF MINIMAL FLOOD HAZARD,,Great Kills-Eltingville
POINT (-73.90192966650817 40.697591298038915),4,Queens,405,34,38,12,7,Cypress Avenue and Stephen Street,Queens,11/07/2022,-73.90192967,40.6975913,X,AREA OF MINIMAL FLOOD HAZARD,,Ridgewood
POINT (-73.92608502228683 40.70091256348925),3,Brooklyn,304,34,53,18,7,Wilson Avenue and Willoughby Avenue,Brooklyn,07/11/2022,-73.926085,40.700912,X,AREA OF MINIMAL FLOOD HAZARD,,Bushwick (West)
POINT (-73.80619727021411 40.67478503788059),4,Queens,410,28,31,10,5,Rockaway Boulevard with 132nd Street and 120th Avenue,Queens,08/17/2020,-73.8061975,40.67478432,X,AREA OF MINIMAL FLOOD HAZARD,6,South Ozone Park
POINT (-73.92714395445323 40.810949358548946),2,Bronx,201,8,84,29,15,3rd Avenue and East 138th Street,Bronx,10/18/2019,-73.92714382,40.81094884,X,AREA OF MINIMAL FLOOD HAZARD,4,Mott Haven-Port Morris
POINT (-73.981572559178 40.77360140568522),1,Manhattan,107,6,75,47,12,Columbus Avenue and West 66th Street,Manhattan,08/04/2016,-73.98157232,40.77360088,X,AREA OF MINIMAL FLOOD HAZARD,,Upper West Side-Lincoln Square
POINT (-73.96356290914262 40.616239074595015),3,Brooklyn,314,48,48,22,9,Coney Island Avenue and Roder Avenue,Brooklyn,08/18/2022,-73.96356291,40.61623907,X,AREA OF MINIMAL FLOOD HAZARD,,Midwood
POINT (-73.90619023121096 40.75553184938449),4,Queens,401,26,30,12,7,32nd Avenue and 55th Street,Queens,09/07/2021,-73.90619016,40.7555312,X,AREA OF MINIMAL FLOOD HAZARD,,Astoria (East)-Woodside (North)
POINT (-73.86614490711688 40.87142327370571),2,Bronx,212,15,80,36,15,Burke Avenue and Cruger Avenue,Bronx,02/24/2023,-73.86614491,40.87142327,X,AREA OF MINIMAL FLOOD HAZARD,,Williamsbridge-Olinville
POINT (-73.96679592508492 40.60480249480289),3,Brooklyn,315,44,45,22,9,Ocean Parkway and Avenue R,Brooklyn,05/10/2022,-73.96679593,40.60480249,X,AREA OF MINIMAL FLOOD HAZARD,5,Gravesend (East)-Homecrest
POINT (-73.91779958510914 40.87723823082508),2,Bronx,208,11,81,33,15,Johnson Avenue and Kappock Street,Bronx,08/05/2022,-73.91779959,40.87723823,X,AREA OF MINIMAL FLOOD HAZARD,,Riverdale-Spuyten Duyvil
POINT (-73.89922644161102 40.887530237247326),2,Bronx,208,11,81,33,15,Broadway with West 240th Street and Van Cortlandt Park South,Bronx,02/04/2022,-73.89922633,40.88752982,X,AREA OF MINIMAL FLOOD HAZARD,5,Van Cortlandt Park
POINT (-73.97480145714964 40.72979947674491),1,Manhattan,106,4,74,59,12,Avenue C and East 16th Street,Manhattan,10/31/2019,-73.97480128,40.72979893,AE,,1,Stuyvesant Town-Peter Cooper Village
POINT (-73.94148065719887 40.59830406579445),3,Brooklyn,315,48,41,22,8,Nostrand Avenue and Avenue V,Brooklyn,02/04/2022,-73.94148081,40.59830369,X,AREA OF MINIMAL FLOOD HAZARD,3,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
POINT (-73.875670104495 40.834007668666864),2,Bronx,209,18,85,32,14,East 174th Street and Morrison Avenue,Bronx,08/30/2021,-73.87567006,40.83400712,X,AREA OF MINIMAL FLOOD HAZARD,6,Soundview-Bruckner-Bronx River
POINT (-73.91532132194311 40.63963820127348),3,Brooklyn,318,46,59,19,8,Farragut Road and East 82nd Street,Brooklyn,02/22/2021,-73.91532143,40.63963771,X,AREA OF MINIMAL FLOOD HAZARD,4,Canarsie
POINT (-73.94802069279758 40.6020565980935),3,Brooklyn,315,48,41,22,8,Avenue T and East 24th Street,Brooklyn,02/04/2020,-73.94802083,40.60205623,X,AREA OF MINIMAL FLOOD HAZARD,4,Madison
POINT (-74.00441852760615 40.65430983579084),3,Brooklyn,307,38,51,26,10,4 Avenue and 36 Street,Brooklyn,03/29/2016,-74.00441848,40.65430948,X,AREA OF MINIMAL FLOOD HAZARD,5,Sunset Park (West)
POINT (-73.9994480846031 40.7490731340837),1,Manhattan,104,3,75,47,12,9th Avenue and West  27th Street,Manhattan,01/26/2017,-73.99944781,40.74907258,X,AREA OF MINIMAL FLOOD HAZARD,3,Chelsea-Hudson Yards
POINT (-73.90102861328198 40.658302352203144),3,Brooklyn,316,42,55,19,8,New Lots Avenue and Powell Street,Brooklyn,02/06/2018,-73.90102871,40.65830181,X,AREA OF MINIMAL FLOOD HAZARD,5,Brownsville
POINT (-73.96060149056704 40.660028872535705),3,Brooklyn,309,40,43,20,9,Flatbush Avenue and Beekman Place with Maple Street,Brooklyn,09/24/2019,-73.96060149,40.66002843,X,AREA OF MINIMAL FLOOD HAZARD,,Prospect Lefferts Gardens-Wingate
POINT (-73.9474198574026 40.62427547616027),3,Brooklyn,314,45,42,21,9,Avenue K and East 29th Street,Brooklyn,06/22/2018,-73.94741995,40.62427507,X,AREA OF MINIMAL FLOOD HAZARD,6,Midwood
POINT (-73.98070260850648 40.6853243757691),3,Brooklyn,302,33,52,26,10,Atlantic Avenue and 3rd Avenue,Brooklyn,09/10/2018,-73.98070252,40.68532392,X,AREA OF MINIMAL FLOOD HAZARD,,Downtown Brooklyn-DUMBO-Boerum Hill
POINT (-73.98472641615363 40.73947398456896),1,Manhattan,106,2,74,59,12,Lexington Avenue and East 23rd Street,Manhattan,06/04/2022,-73.98472642,40.73947398,X,AREA OF MINIMAL FLOOD HAZARD,5,Gramercy
POINT (-73.94554442676876 40.83923275749563),1,Manhattan,112,7,71,31,13,Riverside Drive and West 163rd Street,Manhattan,05/12/2017,-73.94554425,40.83923232,X,AREA OF MINIMAL FLOOD HAZARD,,Washington Heights (South)
POINT (-73.95336905990362 40.69940551140488),3,Brooklyn,301,33,50,18,7,Flushing Avenue with Nostrand Avenue and Lee Avenue,Brooklyn,03/02/2021,-73.95336899,40.69940499,X,AREA OF MINIMAL FLOOD HAZARD,3,South Williamsburg
POINT (-73.8861828473572 40.84010627285892),2,Bronx,203,17,79,32,15,Southern Boulevard with Crotona Parkway and East 176th Street,Bronx,10/25/2019,-73.88618278,40.84010575,X,AREA OF MINIMAL FLOOD HAZARD,,West Farms
POINT (-73.86627431309613 40.67576525227971),3,Brooklyn,305,37,60,19,7,South Conduit Boulevard and Sheridan Avenue,Brooklyn,02/14/2022,-73.86627444,40.67576463,X,AREA OF MINIMAL FLOOD HAZARD,5,East New York-City Line
POINT (-73.8691499228287 40.76100996256912),4,Queens,403,21,35,13,14,31st Avenue and 100th Street,Queens,10/15/2020,-73.86914993,40.76100928,X,AREA OF MINIMAL FLOOD HAZARD,,East Elmhurst
POINT (-73.84699356910117 40.87085327514368),2,Bronx,211,12,83,36,15,East Gun Hill Road and Fish Avenue,Bronx,06/15/2022,-73.84699357,40.87085328,X,AREA OF MINIMAL FLOOD HAZARD,,Pelham Gardens
POINT (-73.9308861089839 40.76606438064647),4,Queens,401,22,36,59,14,21st Street and 31st Drive,Queens,10/01/2019,-73.93088598,40.76606378,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,Old Astoria-Hallets Point
POINT (-73.78613460255836 40.73900913707507),4,Queens,408,23,25,16,6,64th Avenue (West Leg) and 188th Street,Queens,08/09/2021,-73.78613481,40.73900835,X,AREA OF MINIMAL FLOOD HAZARD,,Fresh Meadows-Utopia
POINT (-73.8144392558443 40.70440306409183),4,Queens,408,24,24,14,5,Hillside Avenue and 139th Street,Queens,07/15/2022,-73.81443926,40.70440306,X,AREA OF MINIMAL FLOOD HAZARD,,Jamaica Hills-Briarwood
POINT (-73.97145205506894 40.75774851093348),1,Manhattan,105,4,73,28,12,Lexington Avenue and East 52nd Street,Manhattan,06/26/2012,-73.97145184,40.75774794,X,AREA OF MINIMAL FLOOD HAZARD,,East Midtown-Turtle Bay
POINT (-73.97942495152166 40.64279544797207),3,Brooklyn,312,39,44,17,9,Church Avenue and McDonald Avenue (New York Industries for the Blind),Brooklyn,07/15/2013,-73.97942496,40.64279507,X,AREA OF MINIMAL FLOOD HAZARD,,Kensington
POINT (-73.98930842786362 40.69099344311603),3,Brooklyn,302,33,52,26,10,Adams Street/Boerum Place and Livingston Street,Brooklyn,05/09/2012,-73.98930831,40.69099299,X,AREA OF MINIMAL FLOOD HAZARD,,Brooklyn Heights
POINT (-74.00966518487262 40.64927006823212),3,Brooklyn,307,38,51,26,10,4th Avenue and 45th Street,Brooklyn,10/26/2015,-74.00966515,40.64926973,X,AREA OF MINIMAL FLOOD HAZARD,,Sunset Park (West)
POINT (-73.84802244436665 40.72280450787389),4,Queens,406,29,28,15,6,Yellowstone Boulevard and Queens Boulevard,Queens,10/31/2018,-73.84802254,40.72280381,X,AREA OF MINIMAL FLOOD HAZARD,,Forest Hills
POINT (-73.93702521008193 40.83647000471021),1,Manhattan,112,10,72,31,13,Edgecombe Avenue and West 164th Street,Manhattan,03/01/2014,-73.93702505,40.83646955,X,AREA OF MINIMAL FLOOD HAZARD,,Washington Heights (South)
POINT (-73.9633724449497 40.80890655363938),1,Manhattan,109,7,69,30,13,Broadway and West 117th Street (midblock crossing),Manhattan,05/17/2018,-73.96337224,40.80890608,X,AREA OF MINIMAL FLOOD HAZARD,,Morningside Heights
POINT (-73.90393911600228 40.88013442267653),2,Bronx,208,11,81,31,13,Broadway and West 232nd Street,Bronx,04/07/2022,-73.903939,40.880134,X,AREA OF MINIMAL FLOOD HAZARD,5,Kingsbridge-Marble Hill
POINT (-73.93726699921243 40.829163719037126),1,Manhattan,110,9,71,30,13,Frederick Douglass Boulevard and West 156th Street,Manhattan,05/22/2017,-73.93726684,40.82916325,X,AREA OF MINIMAL FLOOD HAZARD,3,Harlem (North)
POINT (-74.10166809721609 40.57862375193354),5,Staten Island,502,50,64,24,11,Hylan Boulevard and Bedford Avenue,Staten Island,10/09/2020,-74.10166834,40.57862358,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,New Dorp-Midland Beach
POINT (-73.92592146009062 40.64655962148218),3,Brooklyn,317,45,58,21,9,Beverley Road and East 54th Street,Brooklyn,02/17/2022,-73.92592154,40.64655914,X,AREA OF MINIMAL FLOOD HAZARD,5,East Flatbush-Rugby
POINT (-73.94472574624848 40.79723889258781),1,Manhattan,111,8,68,30,13,Park Avenue  and East 113th Street pedestrian crossing (mid-block),Manhattan,07/19/2018,-73.94472558,40.79723837,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,5,East Harlem (North)
POINT (-73.91169293413299 40.843899333516156),2,Bronx,204,15,77,32,15,Grand Concourse between East 173rd Street and East 175th Street (at Clifford Place) (mid-block),Bronx,10/24/2022,-73.91169293,40.84389933,X,AREA OF MINIMAL FLOOD HAZARD,,Mount Eden-Claremont (West)
POINT (-73.98452924120863 40.696034586718724),3,Brooklyn,302,35,52,26,7,Tillary Street and Flatbush Avenue,Brooklyn,10/09/2021,-73.98452924,40.69603459,X,AREA OF MINIMAL FLOOD HAZARD,,Downtown Brooklyn-DUMBO-Boerum Hill
POINT (-73.96051711583443 40.5894515966832),3,Brooklyn,313,48,45,22,8,Coney Island Avenue and Avenue Y,Brooklyn,05/04/2022,-73.96051712,40.5894516,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,Gravesend (South)
POINT (-73.80823936369244 40.74200989958972),4,Queens,407,20,25,16,6,Booth Memorial Avenue and 160th Street,Queens,12/07/2019,-73.80823936,40.7420099,X,AREA OF MINIMAL FLOOD HAZARD,,Queensboro Hill
POINT (-73.92518534929748 40.743918351428306),4,Queens,402,26,37,12,7,Queens Boulevard at 39th Place,Queens,10/22/2019,-73.92518535,40.74391835,X,AREA OF MINIMAL FLOOD HAZARD,,Sunnyside
POINT (-73.87237290146943 40.74245289971866),4,Queens,404,25,39,13,6,Corona Avenue and 92nd Street,Queens,08/08/2022,-73.8723729,40.7424529,X,AREA OF MINIMAL FLOOD HAZARD,,Elmhurst
POINT (-73.77610341969583 40.67411522677939),4,Queens,412,28,32,10,5,Guy R Brewer Boulevard and JHS 72 (mid-block),Queens,08/24/2020,-73.7761037,40.67411446,X,AREA OF MINIMAL FLOOD HAZARD,5,Springfield Gardens (North)-Rochdale Village
POINT (-74.0787893423412 40.63826949745057),5,Staten Island,501,49,61,23,11,Victory Boulevard with Monroe Avenue and Corson Avenue,Staten Island,09/22/2022,-74.07878934,40.6382695,X,AREA OF MINIMAL FLOOD HAZARD,,St. George-New Brighton
POINT (-73.77618736780082 40.69657633746954),4,Queens,412,27,29,14,5,Sayres Avenue with 111th Avenue and 177th Street,Queens,05/07/2021,-73.77618763,40.69657556,X,AREA OF MINIMAL FLOOD HAZARD,5,St. Albans
POINT (-73.99045474601024 40.693721846948115),3,Brooklyn,302,33,52,26,10,Cadman Plaza West and Montague Street,Brooklyn,04/11/2013,-73.99045462,40.69372139,X,AREA OF MINIMAL FLOOD HAZARD,,Brooklyn Heights
POINT (-73.98473386459555 40.76417096146599),1,Manhattan,104,3,75,47,12,Eighth Avenue and West 53rd Street,Manhattan,10/26/2019,-73.98473362,40.76417042,X,AREA OF MINIMAL FLOOD HAZARD,,Hell's Kitchen
POINT (-73.9423153759415 40.65760852000584),3,Brooklyn,309,40,43,20,9,Winthrop Street and Kingston Avenue,Brooklyn,02/08/2022,-73.94231541,40.65760805,X,AREA OF MINIMAL FLOOD HAZARD,,Prospect Lefferts Gardens-Wingate
POINT (-73.90088542858376 40.849410644316876),2,Bronx,205,15,86,32,15,Valentine Avenue between East Tremont and East 178th Street,Bronx,09/05/2013,-73.90088533,40.84941016,X,AREA OF MINIMAL FLOOD HAZARD,,Mount Hope
POINT (-73.854635637375 40.82030071156855),2,Bronx,209,18,87,34,14,Pugsley Avenue and Seward Avenue,Bronx,05/24/2021,-73.85463564,40.82030011,X,AREA OF MINIMAL FLOOD HAZARD,4,Castle Hill-Unionport
POINT (-73.90774159325017 40.82381643987398),2,Bronx,203,16,79,32,15,East 163rd Street and Eagle Avenue,Bronx,03/29/2022,-73.90774149,40.82381592,X,AREA OF MINIMAL FLOOD HAZARD,,Morrisania
POINT (-74.18609945738295 40.52399756626271),5,Staten Island,503,51,62,24,11,Hylan Boulevard and Huguenot Avenue,Staten Island,03/12/2019,-74.18609946,40.52399757,X,AREA OF MINIMAL FLOOD HAZARD,6,Annadale-Huguenot-Prince's Bay-Woodrow
POINT (-73.82191899496645 40.75317356839747),4,Queens,407,20,25,16,6,Kissena Boulevard and Elder Avenue,Queens,11/29/2016,-73.82191911,40.75317282,X,AREA OF MINIMAL FLOOD HAZARD,,Flushing-Willets Point
POINT (-73.97734765138289 40.72188632155409),1,Manhattan,103,2,65,27,10,Avenue D and East 5 Street,Manhattan,01/27/2023,-73.97734765,40.72188632,X,AREA OF MINIMAL FLOOD HAZARD,3,East Village
POINT (-73.98321297517315 40.695993229921),3,Brooklyn,302,33,52,26,7,Tillary Street at Gold Street and Prince Street,Brooklyn,10/09/2021,-73.98321298,40.69599323,X,AREA OF MINIMAL FLOOD HAZARD,6,Downtown Brooklyn-DUMBO-Boerum Hill
POINT (-73.91969867820747 40.83787553797336),2,Bronx,204,16,84,29,15,Jerome Avenue and East 169th Street,Bronx,11/21/2019,-73.91969855,40.83787506,X,AREA OF MINIMAL FLOOD HAZARD,6,Mount Eden-Claremont (West)
POINT (-73.99828614091012 40.74047106811144),1,Manhattan,104,3,75,47,12,7th Avenue and West 17th Street,Manhattan,09/01/2019,-73.99828589,40.74047053,X,AREA OF MINIMAL FLOOD HAZARD,5,Chelsea-Hudson Yards
POINT (-73.97382602777867 40.668222614254276),3,Brooklyn,306,39,44,20,10,Prospect Park West with 3rd Street and Prospect Park Entrance,Brooklyn,07/22/2022,-73.97382603,40.66822261,X,AREA OF MINIMAL FLOOD HAZARD,,Park Slope
